url,difficulty,number,acceptance,solution
https://leetcode.com/problems/triangle-judgement,Easy,610,59.3%,https://leetcode.com/articles/triangle-judgement
https://leetcode.com/problems/managers-with-at-least-5-direct-reports,Medium,570,59.3%,https://leetcode.com/articles/managers-with-at-least-5-direct-reports
https://leetcode.com/problems/custom-sort-string,Medium,791,59.7%,https://leetcode.com/articles/custom-sort-string
https://leetcode.com/problems/wiggle-sort,Medium,280,59.8%,https://leetcode.com/articles/wiggle-sort
https://leetcode.com/problems/uncommon-words-from-two-sentences,Easy,884,59.8%,https://leetcode.com/articles/uncommon-words-from-two-sentences
https://leetcode.com/problems/toeplitz-matrix,Easy,766,59.9%,https://leetcode.com/articles/toeplitz-matrix
https://leetcode.com/problems/not-boring-movies,Easy,620,59.9%,https://leetcode.com/articles/not-boring-movies
https://leetcode.com/problems/groups-of-special-equivalent-strings,Easy,893,60.1%,https://leetcode.com/articles/groups-of-special-equivalent-strings
https://leetcode.com/problems/leaf-similar-trees,Easy,872,60.8%,https://leetcode.com/articles/leaf-similar-trees
https://leetcode.com/problems/keyboard-row,Easy,500,60.9%,undefined
https://leetcode.com/problems/number-of-corner-rectangles,Medium,750,61.1%,https://leetcode.com/articles/number-of-corner-rectangles
https://leetcode.com/problems/shortest-distance-to-a-character,Easy,821,61.2%,https://leetcode.com/articles/shortest-distance-to-a-character
https://leetcode.com/problems/number-complement,Easy,476,61.5%,undefined
https://leetcode.com/problems/subdomain-visit-count,Easy,811,61.8%,https://leetcode.com/articles/subdomain-visit-count
https://leetcode.com/problems/reverse-string,Easy,344,61.8%,undefined
https://leetcode.com/problems/number-of-lines-to-write-string,Easy,806,61.9%,https://leetcode.com/articles/number-of-lines-to-write-string
https://leetcode.com/problems/reverse-words-in-a-string-iii,Easy,557,62.0%,https://leetcode.com/articles/reverse-words-in-a-string
https://leetcode.com/problems/spiral-matrix-iii,Medium,885,62.3%,https://leetcode.com/articles/spiral-matrix-iii
https://leetcode.com/problems/maximum-depth-of-n-ary-tree,Easy,559,62.4%,https://leetcode.com/articles/maximum-depth-of-n-ary-tree
https://leetcode.com/problems/logger-rate-limiter,Easy,359,62.6%,undefined
https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,Easy,586,62.7%,https://leetcode.com/articles/customer-placing-the-largest-number-of-orders
https://leetcode.com/problems/middle-of-the-linked-list,Easy,876,62.7%,https://leetcode.com/articles/middle-of-the-linked-list
https://leetcode.com/problems/find-leaves-of-binary-tree,Medium,366,62.8%,undefined
https://leetcode.com/problems/search-in-a-binary-search-tree,Easy,700,63.1%,undefined
https://leetcode.com/problems/moving-average-from-data-stream,Easy,346,63.1%,undefined
https://leetcode.com/problems/counting-bits,Medium,338,63.1%,https://leetcode.com/articles/counting-bits
https://leetcode.com/problems/transpose-matrix,Easy,867,63.3%,https://leetcode.com/articles/transpose-matrix
https://leetcode.com/problems/smallest-range-i,Easy,908,63.4%,https://leetcode.com/articles/smallest-range-i
https://leetcode.com/problems/n-ary-tree-preorder-traversal,Easy,589,63.4%,https://leetcode.com/articles/n-ary-tree-preorder-traversal
https://leetcode.com/problems/n-ary-tree-postorder-traversal,Easy,590,63.4%,https://leetcode.com/articles/n-ary-tree-postorder-transversal
https://leetcode.com/problems/find-customer-referee,Easy,584,63.8%,https://leetcode.com/articles/find-customer-referee
https://leetcode.com/problems/projection-area-of-3d-shapes,Easy,883,64.3%,https://leetcode.com/articles/projection-area-of-3d-shapes
https://leetcode.com/problems/complex-number-multiplication,Medium,537,64.4%,https://leetcode.com/articles/complex-number-multiplication
https://leetcode.com/problems/battleships-in-a-board,Medium,419,64.4%,undefined
https://leetcode.com/problems/number-of-recent-calls,Easy,933,64.5%,https://leetcode.com/articles/number-of-recent-calls
https://leetcode.com/problems/di-string-match,Easy,942,65.8%,https://leetcode.com/articles/di-string-match
https://leetcode.com/problems/nested-list-weight-sum,Easy,339,65.8%,https://leetcode.com/articles/nested-list-weight-sum
https://leetcode.com/problems/sort-array-by-parity-ii,Easy,922,66.2%,https://leetcode.com/articles/sort-array-by-parity-ii
https://leetcode.com/problems/partition-labels,Medium,763,66.2%,https://leetcode.com/articles/partition-labels
https://leetcode.com/problems/all-possible-full-binary-trees,Medium,894,66.3%,https://leetcode.com/articles/all-possible-full-binary-trees
https://leetcode.com/problems/score-after-flipping-matrix,Medium,861,67.1%,https://leetcode.com/articles/score-after-flipping-matrix
https://leetcode.com/problems/peak-index-in-a-mountain-array,Easy,852,67.3%,https://leetcode.com/articles/peak-index-in-a-mountain-array
https://leetcode.com/problems/all-paths-from-source-to-target,Medium,797,67.3%,https://leetcode.com/articles/all-paths-from-source-to-target
https://leetcode.com/problems/array-partition-i,Easy,561,67.4%,https://leetcode.com/articles/array-partitioning-i
https://leetcode.com/problems/self-dividing-numbers,Easy,728,67.5%,https://leetcode.com/articles/self-dividing-numbers
https://leetcode.com/problems/swap-salary,Easy,627,67.5%,https://leetcode.com/articles/swap-salary
https://leetcode.com/problems/merge-two-binary-trees,Easy,617,68.0%,https://leetcode.com/articles/merge-two-binary-trees
https://leetcode.com/problems/binary-tree-pruning,Medium,814,68.5%,https://leetcode.com/articles/binary-tree-pruning
https://leetcode.com/problems/find-and-replace-pattern,Medium,890,68.8%,https://leetcode.com/articles/find-and-replace-pattern
https://leetcode.com/problems/insert-into-a-binary-search-tree,Medium,701,68.9%,undefined
https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,Medium,921,69.0%,https://leetcode.com/articles/minimum-add-to-make-parentheses-valid
https://leetcode.com/problems/flipping-an-image,Easy,832,69.3%,https://leetcode.com/articles/flipping-an-image
https://leetcode.com/problems/hamming-distance,Easy,461,69.5%,undefined
https://leetcode.com/problems/robot-return-to-origin,Easy,657,69.6%,https://leetcode.com/articles/judge-route-circle
https://leetcode.com/problems/shortest-distance-in-a-line,Easy,613,70.7%,https://leetcode.com/articles/shortest-distance-in-a-line
https://leetcode.com/problems/sort-array-by-parity,Easy,905,70.9%,https://leetcode.com/articles/sort-array-by-parity
https://leetcode.com/problems/maximum-binary-tree,Medium,654,71.4%,https://leetcode.com/articles/maximum-binary-tree
https://leetcode.com/problems/output-contest-matches,Medium,544,71.8%,https://leetcode.com/articles/output-contest-matches
https://leetcode.com/problems/unique-morse-code-words,Easy,804,71.8%,https://leetcode.com/articles/unique-morse-code-words
https://leetcode.com/problems/big-countries,Easy,595,72.1%,https://leetcode.com/articles/big-countries
https://leetcode.com/problems/delete-columns-to-make-sorted,Medium,944,73.5%,https://leetcode.com/articles/delete-columns-to-make-sorted
https://leetcode.com/problems/to-lower-case,Easy,709,74.7%,undefined
https://leetcode.com/problems/encode-and-decode-tinyurl,Medium,535,74.7%,https://leetcode.com/articles/encode-and-decode-tinyurl
https://leetcode.com/problems/find-anagram-mappings,Easy,760,77.6%,https://leetcode.com/articles/find-anagram-mappings
https://leetcode.com/problems/unique-email-addresses,Easy,929,79.3%,https://leetcode.com/articles/unique-email-addresses
https://leetcode.com/problems/max-increase-to-keep-city-skyline,Medium,807,80.1%,https://leetcode.com/articles/max-increase-to-keep-city-skyline
https://leetcode.com/problems/jewels-and-stones,Easy,771,81.8%,https://leetcode.com/articles/jewels-and-stones
https://leetcode.com/problems/range-sum-of-bst,Medium,938,82.9%,https://leetcode.com/articles/range-sum-of-bst
